,SUBJECT,LABEL,DICE,HDRFDST,DICE comb,HDRFDST comb
66,122620-PP,GreyMatter,0.72277269921317,3.605551275463989,0.6447850074437341,35.45419580247167
67,122620-PP,Hippocampus,0.3747801732560412,18.601075237738275,1.0,inf
68,122620-PP,Thalamus,0.7300634116829864,7.483314773547883,0.8056120207275146,3.0
69,122620-PP,WhiteMatter,0.8036251263974598,2.8284271247461903,1.0,inf
70,123117,Amygdala,0.428560157790927,20.73644135332772,0.415615872337394,15.652475842498529
71,123117,GreyMatter,0.7091484127913787,3.605551275463989,1.0,inf
72,123117,Hippocampus,0.356999246041719,18.867962264113206,0.714313022825263,5.830951894845301
73,123117,Thalamus,0.6949750473240406,12.083045973594572,1.0,inf
74,123117,WhiteMatter,0.8422982715912708,3.1622776601683795,0.3398844842200713,20.12461179749811
75,123117-PP,Amygdala,0.428560157790927,20.73644135332772,1.0,inf
76,123117-PP,GreyMatter,0.7091484127913787,3.605551275463989,0.6447850074437341,35.45419580247167
77,123117-PP,Hippocampus,0.356999246041719,18.867962264113206,1.0,inf
78,123117-PP,Thalamus,0.6949750473240406,12.083045973594572,0.8056120207275146,3.0
79,123117-PP,WhiteMatter,0.8422982715912708,3.1622776601683795,1.0,inf
80,123925,Amygdala,0.4778389719381065,18.81488772222678,0.4133113673805601,14.45683229480096
81,123925,GreyMatter,0.7041479463617702,2.23606797749979,1.0,inf
82,123925,Hippocampus,0.3830412515936642,19.87460691435179,0.6968624224308314,5.385164807134504
83,123925,Thalamus,0.7473754934072394,8.246211251235321,1.0,inf
84,123925,WhiteMatter,0.8271554116039813,3.0,0.3381384588004983,21.30727575266252
85,123925-PP,Amygdala,0.4778389719381065,18.81488772222678,1.0,inf
86,123925-PP,GreyMatter,0.7041479463617702,2.23606797749979,0.5990852875177718,22.40535650240808
87,123925-PP,Hippocampus,0.3830412515936642,19.87460691435179,1.0,inf
88,123925-PP,Thalamus,0.7473754934072394,8.246211251235321,0.8239701459159384,2.23606797749979
89,123925-PP,WhiteMatter,0.8271554116039813,3.0,1.0,inf
90,124422,Amygdala,0.5614577401773367,20.615528128088304,0.4133113673805601,14.45683229480096
91,124422,GreyMatter,0.6999918209329589,2.449489742783178,1.0,inf
92,124422,Hippocampus,0.3850746268656716,18.0,0.6968624224308314,5.385164807134504
93,124422,Thalamus,0.7633339442815249,10.0,1.0,inf
94,124422,WhiteMatter,0.7781046548543086,3.0,0.3381384588004983,21.30727575266252
95,124422-PP,Amygdala,0.5614577401773367,20.615528128088304,1.0,inf
96,124422-PP,GreyMatter,0.6999918209329589,2.449489742783178,0.5990852875177718,22.40535650240808
97,124422-PP,Hippocampus,0.3850746268656716,18.0,1.0,inf
98,124422-PP,Thalamus,0.7633339442815249,10.0,0.8239701459159384,2.23606797749979
99,124422-PP,WhiteMatter,0.7781046548543086,3.0,1.0,inf
100,,,,,0.4490665882698809,16.30950643030009
101,,,,,1.0,inf
102,,,,,0.7157524351694249,4.47213595499958
103,,,,,1.0,inf
104,,,,,0.3413890300817891,23.280893453645632
105,,,,,1.0,inf
106,,,,,0.6161168365094901,29.563490998188964
107,,,,,1.0,inf
108,,,,,0.8067425020027521,3.0
109,,,,,1.0,inf
110,,,,,0.4490665882698809,16.30950643030009
111,,,,,1.0,inf
112,,,,,0.7157524351694249,4.47213595499958
113,,,,,1.0,inf
114,,,,,0.3413890300817891,23.280893453645632
115,,,,,1.0,inf
116,,,,,0.6161168365094901,29.563490998188964
117,,,,,1.0,inf
118,,,,,0.8067425020027521,3.0
119,,,,,1.0,inf
120,,,,,0.4606849315068493,17.146428199482248
121,,,,,1.0,inf
122,,,,,0.717198034186477,6.0
123,,,,,1.0,inf
124,,,,,0.3618605786839213,21.095023109728988
125,,,,,1.0,inf
126,,,,,0.6421458979724367,30.03331483536241
127,,,,,1.0,inf
128,,,,,0.7773000440173864,3.0
129,,,,,1.0,inf
130,,,,,0.4606849315068493,17.146428199482248
131,,,,,1.0,inf
132,,,,,0.717198034186477,6.0
133,,,,,1.0,inf
134,,,,,0.3618605786839213,21.095023109728988
135,,,,,1.0,inf
136,,,,,0.6421458979724367,30.03331483536241
137,,,,,1.0,inf
138,,,,,0.7773000440173864,3.0
139,,,,,1.0,inf
140,,,,,0.4068951136442622,15.264337522473747
141,,,,,1.0,inf
142,,,,,0.6994461300145711,6.708203932499369
143,,,,,1.0,inf
144,,,,,0.3389124566139607,20.92844953645635
145,,,,,1.0,inf
146,,,,,0.6081210663040256,31.016124838541646
147,,,,,1.0,inf
148,,,,,0.8182720838195118,3.1622776601683795
149,,,,,1.0,inf
150,,,,,0.4068951136442622,15.264337522473747
151,,,,,1.0,inf
152,,,,,0.6994461300145711,6.708203932499369
153,,,,,1.0,inf
154,,,,,0.3389124566139607,20.92844953645635
155,,,,,1.0,inf
156,,,,,0.6081210663040256,31.016124838541646
157,,,,,1.0,inf
158,,,,,0.8182720838195118,3.1622776601683795
159,,,,,1.0,inf
160,,,,,0.4320206956021845,14.0356688476182
161,,,,,1.0,inf
162,,,,,0.6948287676116326,5.0990195135927845
163,,,,,1.0,inf
164,,,,,0.340045766590389,22.93468988235943
165,,,,,1.0,inf
166,,,,,0.6442717645440792,26.476404589747453
167,,,,,1.0,inf
168,,,,,0.7998706223658285,3.0
169,,,,,1.0,inf
170,,,,,0.4320206956021845,14.0356688476182
171,,,,,1.0,inf
172,,,,,0.6948287676116326,5.0990195135927845
173,,,,,1.0,inf
174,,,,,0.340045766590389,22.93468988235943
175,,,,,1.0,inf
176,,,,,0.6442717645440792,26.476404589747453
177,,,,,1.0,inf
178,,,,,0.7998706223658285,3.0
179,,,,,1.0,inf
180,,,,,0.4887233322045378,14.45683229480096
181,,,,,1.0,inf
182,,,,,0.6929340527961516,4.47213595499958
183,,,,,1.0,inf
184,,,,,0.3669876203576341,20.73644135332772
185,,,,,1.0,inf
186,,,,,0.6739550824254724,30.265491900843116
187,,,,,1.0,inf
188,,,,,0.7501315762883274,3.1622776601683795
189,,,,,1.0,inf
190,,,,,0.4887233322045378,14.45683229480096
191,,,,,1.0,inf
192,,,,,0.6929340527961516,4.47213595499958
193,,,,,1.0,inf
194,,,,,0.3669876203576341,20.73644135332772
195,,,,,1.0,inf
196,,,,,0.6739550824254724,30.265491900843116
197,,,,,1.0,inf
198,,,,,0.7501315762883274,3.1622776601683795
199,,,,,1.0,inf
