,SUBJECT,LABEL,DICE,HDRFDST,DICE comb,HDRFDST comb
0,117122,Amygdala,0.4422210203713719,22.11334438749598,0.3847000954408633,16.30950643030009
1,117122,GreyMatter,0.7078907940370626,2.23606797749979,0.7024692514428584,5.0
2,117122,Hippocampus,0.3948641786039381,18.708286933869708,0.3842349026485004,18.411952639521967
3,117122,Thalamus,0.7160629345042079,9.055385138137416,0.6366432504271882,20.223748416156685
4,117122,WhiteMatter,0.8141610804285339,2.8284271247461903,0.78947913395517,3.0
5,117122-PP,Amygdala,0.4422210203713719,22.11334438749598,0.3847000954408633,16.30950643030009
6,117122-PP,GreyMatter,0.7078907940370626,2.23606797749979,0.7024692514428584,5.0
7,117122-PP,Hippocampus,0.3948641786039381,18.708286933869708,0.3842349026485004,18.411952639521967
8,117122-PP,Thalamus,0.7160629345042079,9.055385138137416,0.6366432504271882,20.223748416156685
9,117122-PP,WhiteMatter,0.8141610804285339,2.8284271247461903,0.78947913395517,3.0
10,118528,Amygdala,0.3653877026810082,20.63976744055029,0.3508059054584857,15.84297951775486
11,118528,GreyMatter,0.7059591890272604,4.0,0.6991246026628204,6.324555320336759
12,118528,Hippocampus,0.3738430583501006,19.33907960581372,0.3544387380777696,20.46948949045872
13,118528,Thalamus,0.6953524714747501,8.660254037844387,0.6165664777718449,32.202484376209235
14,118528,WhiteMatter,0.8239914794046433,2.8284271247461903,0.7989266417666896,2.449489742783178
15,118528-PP,Amygdala,0.3653877026810082,20.63976744055029,0.3508059054584857,15.84297951775486
16,118528-PP,GreyMatter,0.7059591890272604,4.0,0.6991246026628204,6.324555320336759
17,118528-PP,Hippocampus,0.3738430583501006,19.33907960581372,0.3544387380777696,20.46948949045872
18,118528-PP,Thalamus,0.6953524714747501,8.660254037844387,0.6165664777718449,32.202484376209235
19,118528-PP,WhiteMatter,0.8239914794046433,2.8284271247461903,0.7989266417666896,2.449489742783178
20,118730,Amygdala,0.479832878033103,20.71231517720798,0.4369052544476624,16.911534525287763
21,118730,GreyMatter,0.7162342201246623,2.23606797749979,0.7108471457727751,4.242640687119285
22,118730,Hippocampus,0.3518458091322413,18.49324200890693,0.338478067728672,20.63976744055029
23,118730,Thalamus,0.7138307753549471,9.0,0.6048278220798157,22.84731931759173
24,118730,WhiteMatter,0.8115870922309222,2.23606797749979,0.7821181508729549,2.8284271247461903
25,118730-PP,Amygdala,0.479832878033103,20.71231517720798,0.4369052544476624,16.911534525287763
