LABEL;METRIC;STATISTIC;VALUE
GreyMatter;DICE;MEAN;0.7043775864912805
GreyMatter;DICE;STD;0.008766333868975438
GreyMatter;HDRFDST;MEAN;5.3534808065527155
GreyMatter;HDRFDST;STD;0.800152019226147
WhiteMatter;DICE;MEAN;0.7952422921732073
WhiteMatter;DICE;STD;0.020476329960945103
WhiteMatter;HDRFDST;MEAN;2.8838540165365916
WhiteMatter;HDRFDST;STD;0.28876636110490395
